Name,Address,Phone,Website,Category,Price Level,Rating,Description,Image URLs
Blackstone Social,"3910 Farnam Street a, Omaha",(402) 260-7900,https://www.blackstonesocial.com/,"bar, point_of_interest, establishment",2,4,No description available,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3zONQj4Pg1xTIKQnru8Kxn_JLhT1F9YWZGx7asGhh2sge93GG4eb6Ru5NXMMkQmETddfkwXiAxHcn-i5wUmOwS1U62di24cLt0Z6XZa_WaG-0ecz1fq3LdoJmoV3CFCwTMBihnmSp29uNWdBKy9Giaokl2u29ZZ1fpHx4kZ5ExiuS-SqHOgo4-kHh9yuGLJa_lXGxygWehAGbXDIKBI1vjfnDIGrelGHCwxebX2Mn4dbBfzDTTjrShlB_2fIxkflsY-9TyVX9SAeIc5bxLg1OrLai0Mdjch5xqNvjHTQl_qg_wsfSjLCR1pP9-6W-y2KQDR7sRRsI&key=GOOGLE_API_KEY
Tusker Grill,"3701 South 10th Street, Omaha",(402) 733-8400,http://omahazoo.com/,"bar, restaurant, point_of_interest, food, establishment",N/A,3.6,No description available,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2dY4zU1-gbRxy6555exS_9YdJQ8CeZEUV5IVI2okxOqIEyM5r2UzMghp0Gef4bq7sisYSj1v6dzZSBrLXrIqgNmz-XYm-VywFqYDXzj3-R6x6iFWlqOnJ3I7go30SS5iJEAt2ZrRo44RrHGCiO3hvCTpBceRAjVL9L1w7m692NRC-Ha9jKrtl-i2Rk3dqMbebBY-p8h1J7SjWE9h4VF0UAzsCPZEXCm5E7AniQe8G_bT_y6jKtpG3OI4EEJ9cFblquBTSutGpuP-BbW6fy5HHCNMKRas0cEpd2zZt06kY3IuIrQrfFVYEKeAVoLEa4-6SbxBoYeXLbQMjVQxyofo2zT1RxZjn1KSo1hMDWc37_jNu0fnTfkozoSrE78e4UtYZBp5EzVv9PtXUUuEC_Rv0JMkT0oxmNV_bgILIAp_W7jgvd_MxBhxAzYIVkG8xWeyiaw5g6co2DDGVrxJlYUke1JDiAWGrHapLIACrQft-9IaLJNbmfZ0XSKo8v3kd44ecyqTym2LflJCvG9GfaP2MDpFVcLWGY74jCk8dylX2giuxZSy75ubrTsSAvWnG2q6TnFMnpjMv41iuXl8nBQdsAgbEBNImyyYXtv1fkQ4Bo94ekeNzoZVHXs4UGuVZe&key=GOOGLE_API_KEY
Jonesy's Corner,"2752 West Broadway, Council Bluffs",(712) 256-7520,N/A,"bar, restaurant, point_of_interest, food, establishment",1,4.3,No description available,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2wAJzuU5rAmZAlsV_XrJAoyfTPuySA63VtDniJ7RhicN1hbtbslN3ldZYHHGmG-pLaTTpy3Wd8gSh6kYGHFzOA-FnnVmc6yUB28qr28Z2DnPvs0M46m_QV1xHD4IMZ7g_dKaK4WNpwer7M3lnZrN9unmxg-i104HxFZopTfmPJqb27aArVUFGbJRzH13mGyK2eYVaoiX4wJpW1hBIUcE53xt03xk2CB_VnToh8T5eYzhmx38CKgZLoRUxuLdyPaMxDOayn1N56PzHzMS_Gnv0FkR2g00YHvWVdLECztBjnaSmtspkXej9HNyS4rcx0tRNgcfrIkxmp4XkmihgR4feuz01oKQJAh09V_mFxQqbXCjnDRiS4wl1TfGw2Hym0z86VIBDBOGgzSy6TkoLe-wWOmgmi0SJslaw9IcyPMvVuXenNRB4xA6fk2cWHMdtjzAesWrW9ylLFrt4E-oNPbWHr40LgKw3nEVl1jhiXy-azjVJxQRHEBjbtd6gZC_Yfq9Odrh-ZyefvsK3KVbbEm2wEUkgx0vopU-_YJNl6J15AzNkm4bHbNj1asP2ORiTmO9RYDJ4PFfQ_91zCKW2xEDr73TIat2Jz29CfDqfslfGf6gCAM-5ybHUbltI-TYy2GzeQNg&key=GOOGLE_API_KEY
Hardy Coffee Co.,"1031 Jones Street, Omaha",(402) 934-7450,http://hardycoffee.com/,"cafe, store, food, point_of_interest, establishment",1,4.6,Cozy nook with exposed brick & a covered patio featuring espresso drinks & live entertainment.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2cM3kTTVPubUv54DuVOdSysPSk-H9ZJ3Wt_4gcNGsLjZwW5CvX92cwoAsuRDGCxtymRCpULNnHBFuwEG5PbGtvMSgS26ihlz5AfDmJd1L0TwLKNCt2NUnAJFEnCWy9HbU4dtzNmhgdAbnuwh7ReLoh1a4rjmPUqT0cZy2kyNLyaj5u_yXo57N0jX5vCRn2lSbn5x4eUequVPANj9meCga5jWkTDfUPeFiC9YmGP7fz4o8wsGc1vbX0lvIHLIYgCLyUd1MnwBGyVRZ6u4Qzf-xwATyLGJ2Pwx5iXtA6hLJKJCaMlsokWtwzxpZHfV6ddbd80wKCwyY&key=GOOGLE_API_KEY
McDonald's,"122 South 40th Street, Omaha",(402) 558-3300,https://www.mcdonalds.com/us/en-us/location/NE/OMAHA/122-S-40TH-ST/1828.html?cid=RF:YXT:GMB::Clicks,"cafe, store, restaurant, food, point_of_interest, establishment",1,3.4,"Classic, long-running fast-food chain known for its burgers & fries.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2v92vqnyTuy813M2y0Tk-nhn7L7l7jyXrC8V9I83tSY7YpsVRGZlY53kklKFCOXrqB5DE0_MUjCTJnhzZjt3lLkzTHpNckRBBpfBo7IxWK-7WP1D_v-n9GTxLOzf2jfmLKjF0dCimrFOuzKqXp5rxkWt4ofgiCKvqjT0fz5ELvp7yXJMaSukoOTkNuG0v61L24rldCJJr5tzsyVcpFHSuwyvTWFplohHgJJsRs3G4jdZjfmQ_wmG9cKl865ENvjyXFvkgxn1qAtd8dgnZ7t2SjB8I2kp_jaPPcA2vu_mBnMkdTx--PmtRBGY08lay0Ha7KfIs5GEMqbyUhsmGSc5HllTk8CsRw1YSvoDKO74GwCybcv_zP1PBRwyvvTUO_erJ3owh71LI5qKBKkRc_6fxYrP1D2Y_6j3P4yCJxt2UNUCA-LhQSrKkrPME-3SOtzOiCytTHxUJylOFEdOFVwq-7XRv9l3BiOsuAiXaKdvwmb-BszGpoTlOmmxDASLIBcR7LaqexCZ0hwFr23tkWyLpe6MmJnZpSA5EqZ8UFZrzQlREOv_eRCYQP1OdPdqeRID-B-k47gfEPVr_5AGqUxDxNkqpoAUqwyLEVnRF_CzZdihHC67H48BTLn3fJ4CeTUuXjgg&key=GOOGLE_API_KEY
Legend Comics & Coffee,"6068 Maple Street, Omaha",(402) 391-2377,https://www.facebook.com/LegendComics/,"book_store, cafe, store, food, point_of_interest, establishment",1,4.8,"Relaxed comic-book store & coffee shop with locally roasted blends, classic sodas & desserts.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3syxpR5jClmWrHYwkoTr-mG8ztqnohSAQUgpw5qyY7O_A3JqsFwIMVGXL3EWPQaQSs6JxganK1dDDAMNAjag7RlG6bfEi73oVObL19XPPwHbEb_XVavwyWI9r9OipBp1_64BB-_twIRGkcF3f3lSRvpJXaWZHBwzI1tutsEUgNXoxSIslpyekEViRyBu7qqb7khMjQir7UiFp0Q1ho1KVPbyxrGhpe4VESnr9muT08WIFw7IYl48X0UC6jztUXx82BZMEdGQuxz_zZOwT3y7ziU6NiHjXvtsR7T1fATErgk_H1p5W2zX1oOBRQWH7lFQU1seAx4h-MO9KjDO6scYDoKXWQ5TFpt-pO1_Olx6AeAdryKRN7bZVerBDvHpOLfpXnQsKvMfS5lpXHs2zsaK6eV_JJqTYq-R5wB1XHn0wQHTH5aJV_hYk_tOvx14whnIIOrdEoq3eH3WjMZLr5PrzDrenQmjk5C82M5n044VL-23_v-r1QcRAvgtYvjGvMDPtnJ0K-NhlUDncrDwm2sWMV18PoH3diD2ytr2Dj8HDfmvhMP_MxVS9wonBPTcPWvg8uozTmOxc2kTb-747-YZHAneD1zW_MUEz4sJqXYIPZ0wVA7mT1hZZwLO39seotBf8D1w&key=GOOGLE_API_KEY
Krispy Kreme,"707 South 72nd Street, Omaha",(402) 932-5581,https://site.krispykreme.com/ne/omaha/707-s-72nd-st?y_source=1_MTE4OTc5MjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",1,4.1,"Longtime chain serving a variety of donut flavors & shapes, plus coffee & frozen drinks.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0aUMLDLVxfnEu0eyBVgSHmWynwN8WqyStecCtBHSkYPwU83hZZrk9dQFm-VNCiuM28g0BGjq-Mrv1FDQrJTjZ4q1wr2bQr274sKIg3jD4Ga7QK1xjgt4mhoSuE_pYoUxxalsskeaXBOavjAgN2Mt-RhJkQcXaqLrXj9tqi8s749hJvUhEWOzuRHITV9Xd22Ll7E9boyCL_Ym0KeklmTX_1i9Bfz1ebEafpxypqkSfCG46KlGpbuir9fAu0U4eNcUc11b-mVsuHa4pXctdab3Ruml78lb5eUfGCh3PmabwnOqJ303tVFj1CDB9tZ18pIE3N9IvTrws_MWvGb_hulqUzYQivDenb-YhviGYWbmzxCH74wdpMGbMa0IbK92kD_AAsJA0KKcPs_KIwIDjGhVc2GOo8CbJxPsrlp-cZnPwk_OAZHYxkipInyT_2rHeopOGGnzK214dSZIcZJAUJtzOdggkmy9IarS_LOHmclth4BeJ5Qtx_Kli0Mn7WTb3Osdu1qAU1vto_A4s5N1ClWBe5igbvsX88RXbqda3JCt5kRFxq9WS9Qi1h3r2Cwds0M-Uxs_TbNnr16eUy2qggMIew3HsLlPiQGlGZClBzo2kM8Lwr_BiqIjjpLqgSbyVN7nWemQ&key=GOOGLE_API_KEY
Lisa's Radial Cafe,"817 North 40th Street, Omaha",(402) 551-2176,https://www.facebook.com/lisasradialcafe,"cafe, store, restaurant, food, point_of_interest, establishment",1,4.5,Old-school diner serving hearty portions of American comfort classics for breakfast & lunch.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2KUY9N2JfhyGuyKx242b2MoN37QV31GhyMatD9tm9Q0ccbWIN0xfjFyYWRHNWvRO_htGQy-vYbl4uVjEXg2bn27D30isLbOSjbOdqfCz5GZOC_sxgnYaNMOkmcsWSFcRYqJ8ejy6RdNxeGvxSCDtiuuqXiXQ5siGW0sWfh244-AGeqtf5XFODNOISfNhhPONygEcPqQlBJ9wT1q-wN-q05MYY662Lx1GZco7Y300Hpyhjmyw9PSUUH1lvgp-OjwJ31LS65i5_jlAfzPx0FfufhzbmusaueQbepLfvNqh-8D6LfjEIoFVPV0X4Gh2GPUlmmjl3nv3d3et_mTYmsGjjUbmqKJbgmng50ABrnmPNACzqchBxtkROJzNRVsxwdfmeqJGLvrN-mmmPF8mck-zGYxe-lScbD1i084Nrv5jE7uUfk2JuWBtp_BLtqVLW0MbaZ1ZBMsrtbxPhXi5wDgrh6j9Bt2mMOO7xfpeE6zvvoGwjIABmVP1V60sBUl0lGzJ17jy34t4dl1-FbubbzKQpzYvarlkWFXrKush2tX4cLx4tzU74lAH1Em_T_8hAp6ALH5YufZgi7c4n1yYhEV93PIVd_u7Th5YQEX8-59GaW-PpeHiTjBv4oPPVuU8j3C2BVqA&key=GOOGLE_API_KEY
Panera Bread,"344 North Saddle Creek Road, Omaha",(402) 505-3500,https://www.panerabread.com/en-us/cafe/locations/ne/omaha/344-n-saddle-creek-rd?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=601211&utm_content=main,"cafe, meal_takeaway, bakery, store, restaurant, food, point_of_interest, establishment",2,3.7,"Counter-serve bakery/cafe chain serving sandwiches, salads & more, known for its bread & free WiFi.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ26Y7LaJ4fjWMiUhqxg9sOHo54j7D-MgpgiML2krlsZ5Ut6Wt-ZufdFUWUOKZH0D5_tCoq2tkgo0Xi9UPsz0u2D5SCNQr06Xe5rCskKUpFpCC-wzlvNwT3yVimOmnjoUFlclB4_nesFVenH1KVpJT5OL8xjKelsCt3XjAsDep_gl5ANsjyGwKOV2_cV0hR7ecmz2n9IzBIhGc96mi2Wp18Wo_ffFX8qe0RqaHMg4oS472kG-krKisZAVnaihuXZCpRrDKyeF-QFwJsiIZQurBl_LUVb1RkNdksalH8D4nC8LHCtfxxc96cHyz9OMMj0AJyHiJZkhyAXKZi7Rnk7UgJ_02i2xDMo8-VgZm2N0cjTD7vEocmTH3FvyWMtj5KvWsavRhjTO3vDhLReYWkSo50g8gGeNX6qJme4ntkS6u1UNIw62Y5RZcS6IF4pq9cQVNcB0fqSueKEXmuSr_WA9-QHRmXuB6W3aIJVcAT0Q_M3EldKmE2HOGoPXxem2Y4CSYIGaavk3eT9t9kWePSuHZl_FUyz8NyiSt-Rz17iebtyHRqMxLOcJNTQfkO0cgeIwT8X-TQIpFiNDc0p4yhfpI-bUyW9MZtHzMEo_hoNTUub5H9bAomqWUFaLCKHVSOW4naDKQ-w&key=GOOGLE_API_KEY
Ted & Wally's Ultra-Premium Ice Cream,"1120 Jackson Street, Omaha",(402) 341-5827,http://www.tedandwallys.com/,"cafe, store, food, point_of_interest, establishment",1,4.5,Vintage-style shop scooping familiar & inventive flavors made in-house using old-fashioned methods.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3vmFYzOSkx8pvnSLTxAeklXPU_Ngj0nand08y-mt4SZ-h4AHXmP5WRtzrvLYoeVU6T9SL0fvLCqNih2oSj19EyQvMaWiZ82D4RpF72TMoZBw1mHenig9oouGrLmwePXVVQLDYhBd_wBcsEHKwZiDturn00T58DpWuVMViCjEZOTax3wYTNYikisaaj8rqhp5lCGlXQlt3E1BVz8nZOMrwpM5dk6YYvt7EIoNWWnk5sIGKXcaD_moYsGZ7TTvoQ--yxVEAdFpCyinACDFDyGnDQ1quhv7Didm1xgIyAWfBc2tYuOGe15rJp4PQRYVJob9jyVKS9v8E&key=GOOGLE_API_KEY
Louie M's Burgerlust,"1718 Vinton Street, Omaha",(402) 449-9112,http://www.louiemsburgerlust.com/,"restaurant, cafe, food, point_of_interest, establishment",1,4.6,"Down-to-earth diner offering ample burger options, breakfast & lunch classics, plus weekend dinners.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0u5Zbgmb3hF5xJiFHByMarLhJAQDvEry7-6Omi_POheiAXQhRnuh-RU8tCqmcZehNgRjMrszcTRSRxLre2HPICnPKnanERUe9MH_lk4jf-mp3XxCcjla17qNw1-DzkNJdjz0bGCZghmPL52iQX4pXSnjL4TTw9OeHh-4Rb-G54WWvACFp90GAmmzDZKBGQ_MxzsIUq1AOq09kYetgsrCIZL6fjOq2zQMur5sGDPMRxsGVfqI3REEHhLPo_-Mov0AF-B2yEuUvZKowFPNUK51yWrRkQhFHjVl9vP4BSteNxDbeXpZ7aPllnAlJ77s4ZgzGwxtci8h9v_U6uwPUVZTaQ-2_Ik27cMDrBOSpwac36lI6s914kEd5XmFFa-6S-fCaLqysmdJKTUITuVzJCKng3caiZWsw-3ECxNUv7QnKSnNT-HcnoBzJuxdGcg9ApDKf_RgB2bopSBfUFVF2WCOLGyEszJKao2i2vk1JJaciNhKFxICzMaVHmk8wdVW0FEI_MXZFIpN2hlFqqb7jhxvaFaO2C-tZhCYI0GshUYV7cowl4mrLey0WlK0OSM432LzxXJ89gOZsut8AGPFLJQHiXOpIkkMTiVhskrLSoMq5AuFk_OnEgSWj98begGV4ospXgZg&key=GOOGLE_API_KEY
Starbucks,"5150 Center Street, Omaha",(402) 553-2664,https://www.starbucks.com/store-locator/store/17435,"cafe, store, food, point_of_interest, establishment",2,4,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2xlO5_pVRPoIvtO0yoMCjB-xjcqglME6_ZhsEsk7fn7NnPJw2kz-__5F7W8QSf0J0qQw8HsdoDnGN7hUWA0D8TsgjkW45s9Ak8lemzhApS4XP0dM0ttSkAL4W3sSiTwceZAfmF6h8sb5PRH7Ud9HHa5MisZg6qxljNmi4PXBmO3zdaYBFz9Sp66Klcv6MgVMjht3m35Tb946R2t36dQrNhYGfYi8uax29FtHaV3e0z3UNRC1TvpEF9ciy0eqG9mOqtecOSTZNIhHjtvUpJFihvdWPn2y6NeHSuKp-5X6tzRy7aCQbGw4oW84qjHV4Lb9A17SVxPJP_ShpMdFnOKXaZRAlZ8rxICu3J_qWGmbjMr7j-iolnnJoMKUdONax9BqOpoPodPEEXMtQoLjGxhPaznminU4qj77s7gWOXQpfrZ-tt1KUM9xTxPKnYWnvWQ3y7z3kfw4XEyQiRfp2iPBdfjXLxek-9hog1Na84LlmL75GamIkh4Hja1eik_zjJivfkMBcrhfAjSC_Luh-oYIPsf5mWAUD6GK6jm1m4FXoHDGamDSBBBEPzC11pifin7mylpbqq5VINi53yWIHcPg3LsdejS6pWo25mpr4BgopJCda2pT2gmVBrqXOgPpCPzZR9MnNu&key=GOOGLE_API_KEY
Blue Line Coffee,"4924 Underwood Avenue, Omaha",(402) 403-1264,N/A,"cafe, store, food, point_of_interest, establishment",1,4.6,"Homey cafe offering WiFi & light bites, plus baristas crafting fair-trade espresso drinks.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2jS9Gxz7He-zOmbij_joF9RiTcMy0MA4irNc_XwBJalo-8UwFMA5RRFMzm6GAwCI8pV3pgMnB6pVrDU92IbuhGN7QrOhnkOdubCMEmLogFul-jgflIujW9Z4rPx0dbPvHtmSGgEYuuYX0EsMv7V81Nt4FpEIDVaqRQUF6YdC9OHUaJegCPwV1-35rtFE1zL1NcViVAIZHRoDLzy5f8tiCIHi9RqwXEt4Vs1eaRqxtaAgccK2mmBAYKsM9woG3ZwEE9jjnHnvPIX3EXK5QAKBPNnGYhLfa7gmN9pYXOPciojAfoMoHSULMP5-zqlFw5UORcPKf9zh1ndHwQVfpgTuyOIzPX9iouikdSHMgcWAjWGRO2sfGK5ZOopbIHuhs1vYI2i7B2faJOLYU5vqIO8pEo4sJKd6RmHU3wGfllskamBoLwB1A0LBW0nfvMdSXvEVwnior_FVrZlnoScTk9z5RQsGA530JLmJB1DRDgbUwvstz1_GAqizLXQsfhIMqkS27WLrCG7-kjZQvxEwfKChhXK-C1cldWapXOEtKL84ZG2K833PWWZu7CIkPSGNcNs2TDL_nBBA_I2lxCaYjtDdypRLACbYoCNIXAfQD-O9pM4ZKC0Mk_W0SRH0AUXcV9EyfJVlmj&key=GOOGLE_API_KEY
McDonald's,"7717 West Dodge Road, Omaha",(402) 390-0800,https://www.mcdonalds.com/us/en-us/location/NE/OMAHA/7717-W-DODGE/6508.html?cid=RF:YXT:GMB::Clicks,"cafe, store, restaurant, food, point_of_interest, establishment",1,3.7,"Classic, long-running fast-food chain known for its burgers & fries.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2dNJs6O6lhFxlwtR4weT78gnNimedtGVmc_G_wT66FosraCrodSu5hO2-mqBWEGw5BBc4HJUQlMlVFsrXC_YFaoocgHAxClFYCXmR8lLKrSK0pqukutldAQ39FBfO0MkjV5hABPJx4Cz5cnH0u-30NQJBN3bjxsbmh04VrT1qcVWe9G81-GRp8tSsPLUYSj50pLpPlMBI-ds7Gy3RDoVoqKnVWTetAkqMthZ5ESHSkeGenmXLGe2Q_pvoMI6TbJJAxEy306pUyFEEvqn95PlRwapj1m_eO_BIfLM4GoZyxyaEjzyOHflY7MqmoKphGHHANOSQxNgv8ZWL99gBHu3bzKnHiao7rVUEF5dfttl65xLGjGjEESP8-0Ppfuubowp8y7EqC7WrljnE1z33NBk3T5c6T4Z-BrEinxRcckJC8930wJP_-T_Gvk5QsU-1lLK7shXyJc-r6suzCqVbOA5KsV_A5aLoVC3cIXD85QhJiT1TBTaSp7ksUtWSDQE_8jq7cIMPKxrovC1aAiUBlrrog-8UBufADu4UpAUnlgkLrQWFZy59SQ_59swYvyN0VxiV3SOlPuNklK3ot2udIk_T3WtlYxZWWddXhBGykNTHLOKjIWeRDnesfjYlBAG543bMf8OtL&key=GOOGLE_API_KEY
FarmHouse Cafe & Bakery,"3461 South 84th Street, Omaha",(402) 393-0640,http://www.farmhousecafe.com/index.html,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",2,4.4,Relaxed restaurant serving up homestyle American food including casseroles & housemade desserts.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1T1_NLcWN8epYJJoX3YLEGTIdOaA-_3H0bOaIwT3swLiI86keJzcrkpM7iTDJzVckGbVKDouXa8st3eEOf5y-9pz8IO4We8-p7xWc-0TN_0Kz9kn7w0Gg_--f2GdPV7_rG9E6DFhYl4MI0NsYY84UMmGXBSxIs1J-rrKou3ztru4_VezSByVUlZCPDrb1xOFGSZwxqdYnhg34cXa1lXn2TuoZW1E1o3C90U3ynSqq7j05tIsjKeZ8eXakCgd5aXNozyvSfRS-7auEL3KPusUFM2Q4FEFpQDLaDSady1dbyjCWXVM4EONptsA_iLF2huddzNdMB6GMruUYij_qbrojMox2--tljbD8fGUwTyI3zfSSy9FFSre77n-erL6aR1JzBTTNvp5igQSz_9zrWFE--OpxycnNhv3fqg0O3tQMnV7yJ4Lc8SWJuecrr_W0fkjRalYGHaCkA31jb8nL1IOABOpH5OJxYDAVcc019ddYnbimOt8L1B07X9hgkgZKMcOV3_7yzemDFYgh_FXtm7swcnxFGYFTIYebme8od5Qggj-_O4rI-lGovv8NyYmq8ovB3PqMFKWdqbJyxzLxxFXKOtO0eMh1TjYXbMhSXlbisyswgiVeNVk5UpKx_2JJLUkFL2A&key=GOOGLE_API_KEY
Starbucks,"Crossroads Corner, 219 South 72nd Street, Omaha",(402) 322-2508,https://www.starbucks.com/store-locator/store/11213/,"cafe, store, restaurant, food, point_of_interest, establishment",2,4.2,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3htfdOaNjzICtm2pV1B1dl7iMZz-_Y8IJG6SrzaMiJvwwUDdEwovhih4fZ2PoucXZEAISGDFIlhUT1mLwAM2r4sJQt7RgcKxwcXDUMMdIU_STLfxMpB4yQ-cjCJPRIkqYq4bEKzHrIWUjeZmu0TIC0TLyt4mpjLUDqVNnXSDUc8qfVPHpqRH_HLoLEL4uonCwGk34JvGwznQV3SZBEfbSwe5Cwl-7QKDMNhkhof-7KYiJ3T5K1IuU1s7YQXPym5peIslzGwQVkBVeeMVEV6gbuy-k27y-HvKsTnyIL_dxLiy5-OaWi-03cdGkxVOegaio25P5S8-6zBGxiJ9h0jTINrAsa0eimeG_ohozlQ6i26-WozXrHp5kLrmn5HaGjQ83__hd9gxREPa18FW4EGv8DeU_oe2eWrPMwwUlLbtO1aSEGPgBW3d5onVJs0S6L45zu1ohb6xHr-wlYJpM0R5OUkQlRj0G2n2AvcBASt9rqEVOgjMCDaIeiwt3ZZ36Vpcmh6pOP_vS3fYfts7V5jYBzIDH2SUT4KH6q_rU50U5mdxX1pkIulkehdOAf-IP9VBXhanHL4owvI8WH5reqhtvLsx4lgn6pk3EtBB6fgQXihlV7XKisJX6Hd3uM3mGHbsQDNf48&key=GOOGLE_API_KEY
Panera Bread,"7825 Dodge Street, Omaha",(402) 397-8800,https://www.panerabread.com/en-us/cafe/locations/ne/omaha/7825-dodge-st?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=601202&utm_content=main,"cafe, meal_takeaway, bakery, store, restaurant, food, point_of_interest, establishment",2,4,"Counter-serve bakery/cafe chain serving sandwiches, salads & more, known for its bread & free WiFi.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0oYbzAVOT-Y1SBuaNM48jGEUtruDMVY-JO7zPSvOsy1Md7XsqP5ESoCx2ypqu7KbyBWi2Nu_x33SVWGry8cf2ofntlZTM7hDkEo-mzPOtB7XMbrc88ZLfgeG_5-AIobgk7eYWyu-eWaDoN21HCwtNxzla_134iYJM3BrKV7LUon3nsGn4hiYWUi9BOCnm48yxAw5BmR1zHBRf0rNsvaDR_pW3FpTd11Lp9tdpzR18YCzAzk9TYRv3dZgvieattH_34LA2g1OW32y2y4W0xgc6FJGe3loyMNGviq6pN_CcpsdGgFQpFX9tCS-IFWDX-1qWNgbs5zQk6zxhGgdmRaaCRDqk56zGFd29UuPwdA4zZcdwDfifWOsHo8k5hj6AJysjfflOe8kR2d6qVz77ARlpXnTQYvQS_EIQ7jQc0rBtgcsOvzadRx1jqngXATELTbhECKVCjJyn_SanwBFTbZbrjDz44ykJ7MaY-iLgBGShhWwVZjmJOTMNPCG3V9sOJa1KB7THNT4a6e1OsbbSlKmGORr14tYuuqYdI1JYoY6KbHcjH8nHJGZmbBiBkTq7G33tdDSeEdqwenifP0BqYf92KPhJIE9oJytJfa5CDl3xKXUjLcc56e26AVD-JbdaF&key=GOOGLE_API_KEY
McDonald's,"3909 South 42nd Street, Omaha",(402) 731-2700,https://www.mcdonalds.com/us/en-us/location/NE/OMAHA/3909-S-42ND/12897.html?cid=RF:YXT:GMB::Clicks,"cafe, store, restaurant, food, point_of_interest, establishment",1,3.3,"Classic, long-running fast-food chain known for its burgers & fries.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3yS4_QJf_4RKs6S1t_gyGpZquE3fe_X8fEMNDQTQqSZXWWqn4DTPdAhVeohosTLT2yFYD4ittKt4hpKKKlSa10_gXczAi_o5Plbr18nsnx4DTWl7m-XVOXsqAsmyW-TANh60ajCz65OxerI2beoLhRfLRYI77_xDGtIzXxFI4cL-RW4jC_Y-nmFb4gZZMBUa6sayY3j1b865IRPnoWxujphkX3JHUr3662TyNXNwbP-erxKdKS7ACZ9T7DIZ4UF-xKcfxYuIY67_RUMaEkXnA5SLflIJwQSCICXyyt_3xk3uT19gk9IWYUfkMvdk0EeWe55ZsL&key=GOOGLE_API_KEY
Kitchen Table,"1415 Farnam Street, Omaha",(402) 933-2810,http://www.kitchentableomaha.com/,"restaurant, cafe, food, point_of_interest, establishment",2,4.5,"Cool locavore cafe preparing inventive sandwiches, with veggie options, tap beer & wine.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1VjJ6CpRw35P0iCuRu08mik1_OZE_nSLRLRnEV6uA8Wf76kYPbm2tlmKGyzP4lqc319Il4dvk5u6vkgM3dtnZEauO0v0nkm_0snLacWRUCtWRP4EbO52QMVNDLqfGR24_yAE0iHvdUdqFW45lPi17qHlOdmj8lPgxLmFDMmuNutblqCcoQPMHbvLJxzBDn3lpCndUr9xj4Op_TKLwIKh1MlW7PZ7Llhw9xFDcDTOIQ2_msxp_zTipQJBnCpDPTPgyj37VnPAZSvhYb90NuP2nL109nHkOGBlaxGqp0c9Xp1R7vKvkJA97qXUMfcsLPXa3YjmbX&key=GOOGLE_API_KEY
